,tokenized
87226,"['방수', '전혀', '안됨', '착용', '감', '너무', '불편', '안', '입으려', '해', '요', '큰', '사이즈', '주문', '했는데도', '작음']"
46055,"['막상', '러시아', '가서', '사용', '해보니지', '맘대로', '됐다가', '안', '됐다가', '난리', '아니었음', '글', '서', '막심', '못', '부를', '뻔했은', '다른사람', '와이파이', '도시락', '으로', '어찌어찌', '해결', '함지', '금', '생각', '해도', '식은땀']"
138868,"['편백', '벨', '수록', '딱딱해서', 'ㅂ', '갈수록', '불편해', '유', 'ㅠㅠ', '그리고진이나와', '서인', '지속', '커버', '가누래', '지네', '유']"
117715,"['배송', '완전', '빠르네요', '잘쓸게요']"
195923,"['쓰기', '전', '지만원', '래', '쓰던', '그린', '맘', '이에요']"
192622,"['샀는데', '음', '일단', '다리', '너무', '얇아요', '높이', '너무', '낮고요', '그렇다고', '조립', '이후', '닥', '되는것도', '아니어서', '좀']"
40218,"['안', '사다', '신안', '사', '요', 'ㅠ', '인식', '안되고', '휴대폰', '뒤', '둬', '도인', '식언', '됌', 'ㅎㅎㅎ', '싼', '맛', '사본건데', '그냥', '버려요']"
142734,"['빠른', '배송', '좋', '아유', 'ㅎㅎ', '잘', '받았습니다']"
30920,"['갠차나요', 'ㅎㅎ', '커플', '로', '삿', '떠여']"
7635,"['좋아요', '배송', '잘', '되요', '만족']"
17113,"['맘', '들어요', '커버', '세탁', '시', '에는', '불만', '둬도', '괜찮을', '정도', '로', '마치', '차렵', '이불', '느낌', '이예', '요', 'ㅎㅎ', '맘', '들어서', '개', '째', '구매', '했어요']"
189726,"['얼룩', '둘', '룩', '지저분한', '색상', '반품', '교환', '할려다가', '그냥', '사용', '요', '구석', '설치', '제품', '으로', '사용', '브론즈', '주문', '했는데', '얼룩', '둘', '룩', '흑색', '아닌것이', '한마디', '로', '지저분한', '정체', '성', '없는', '색상']"
193545,"['실내', '만', '들어가면안', '터져요', '저', '런던', '에서만', '써거', '다른데는잘', '모르겠어요', '런던', '갈꺼면', '그냥', '현지', '공항', '에서', '구입', '하시길']"
171591,"['역시', '커피', '조지아', '오리', '지날이죠']"
126639,"['화면', '에서', '본것과', '같은', '느낌', '입니다다만', '조립', '시상', '판', '살짝', '잡아당겼는데도', '빠져서', '다시', '박아', '넣었네요', '조그만', '더', '튼튼하면', '좋겠어요', '다용도실', '에서', '사용', '중', '입니다']"
47241,"['모니터', '암', '처음', '써', '봐서', '그런', '유격', '심한거', '같은데', '기분', '탓', '인가요', '모니터', '랑', '암', '연결', '부가', '흔들', '흔들']"
5403,"['완전', '깔끔해요', '흰색', '강', '추합니다']"
1820,"['사용', '전', '인데', '후기', '짱', '입니다', '시원한', '불', '멍하겠습니다']"
65628,"['써', '봤는데', '상세', '페이지', '사진', '처럼은', '아닌거', '같아요', '이물', '그래', '도안', '쓰는거보단', '나은거', '같아', '서써', '보려구요']"
41171,"['가격', '별', '루', '에요']"
197799,"['간소', '하게', '마트', '갈', '때', '필요해서', '샀는데아', '크기', 'ㅡ', '센치', '만', '더', '컸음', '좋겠어요', '얇은', '장', '지갑', '이안', '들어가네요', 'ㅜㅜ', '크기', '만', '빼고', '만족합니다']"
49245,"['전', '원', '정도', '구매', '했었는데', '몇', '그램', '인지', '확인', '안', '하고', '금액', '만', '보고', '구매', '했어요', '확인', '안', '하고', '구매', '제', '탓', '이지만', '너무', '비싸요', '다른', '데', '원', '씩', '인데', '요']"
128099,"['너', '무적', '어', '요', '크기', '좀컷', '으', '면', '좋겟어요']"
90746,"['배송', '빠르고', '튼튼해서', '넘나', '만족합니다']"
63022,"['즙', '먹다가', '청', '처음', '먹어', '보는데', '모금', '안되서', '먹은것', '같지', '않아요', '조청', '비슷한', '맛', '이나고', '손', '묻으면', '끈', '적', '거려', '요', '즙', '더', '나은']"
139638,"['예', '약', '발송', '이라', '고기', '렷', '는데', 'ㅜㅜ', '씨알', '너무', '차이나', '요', 'ㅠㅠ']"
187875,"['길이', '넘', '짧지', '않아서', '좋아요']"
101293,"['접착', '력', '존나', '안좋아요', '박스', '포장', '완료', '후조', '금시', '간', '지나가면', '박스터', '지는', '소', '리나', '요']"
109424,"['연주', '하기', '편하고', '소리', '아름다워요']"
98669,"['진짜', '쓰기', '편하다에', '점주', '싶네요', 'ㆍ', '전주', '로', '요거트', '꿀', '넣어아이에게', '주고있어요', 'ㆍ', '모양', '예쁘고', '시원해', '요거트', '먹이기', '최고']"
102946,"['생공', '항상', '믿고', '씁니다', '깔끔하고', '좋아요']"
48209,"['재구매', '연', '핑크', '랑', '비슷한', '느낌', '으로', '마카롱', '컬러', '느낌', '상상', '했었는데', '실제', '색상', '넘진하네요', 'ㅠㅠ', '파랑', '에가', '까운', '느낌', '이라서', '좀', '아쉽네요', '정말', '연한', '하늘색', '상', '있었으면', '좋겠어요']"
73473,"['비싸기', '그', '없는', '이쁜', '사치품', '이에요', 'ㅡㅡ', '거품', '금방', '씁니다', '하루', '시간', '면', '통', '씁니다', '얌전히가지고', '노', '애', '이나', '가능할듯']"
199632,"['항상', '안동', '학가산', '김치', '주문', '해서', '먹는데', '여름', '에도', '이런', '일', '없었는데', '익은', '김치', '배송', '받았어요', '안', '익은', '김치', '맛있어서', '주문', '건데', '너무', '당황', '스럽네요', '주문', '한지', '하루', '만에', '받았는데도', '이런거', '면', '익은', '걸', '보내신것것', '같아', '속상하네요']"
147291,"['선', '호도', '보통', '급', '여', '하기는', '편해요']"
122425,"['재구매', '아직', '모르겠어요', 'ㅠㅠ', '효과']"
165749,"['제', '눈썹', '같이', '떨어지는', '단점', '있네요']"
67869,"['야채', '한가지', '가안', '싱싱해서담', '부터', '용하고싶지는', '않네요', 'ㅠㅠ']"
185928,"['커텐', '에서', '염색', '냄새', '인지', '뭔', '냄새', '엄청', '심하게나요', '몇', '일', '지나', '면', '괜찮아지겠지', '했는데', '계속', '나', '요']"
112178,"['맛있어요', '설탕', '살짝', '버', '무리', '면', '더', '맛있', '습', '니당', 'ㅎㅎㅎ']"
139080,"['재구매', '두께', '감도', '그', '닥', '이고', '제목', '엠보싱', '이라고', '되어있는데', '엠보싱', '아니네요']"
123493,"['크기', '적당하고', '사진', '이랑', '똑같아요']"
142108,"['배송', '재질', '사이즈', '구매', '괜히', '했나싶을', '정도', '더니', '상담', '전화', '절', '대안', '받습니다', '묶음', '배송', '안되고', '최악', '이네', '요']"
94882,"['재구매', '배송', '빠르고', '포장', '튼튼한게', '항상', '애용', '합니다']"
174188,"['너무', '초라해요']"
42967,"['다이어트', '하려고', '구매', '했는데', '효과', '있었으', '먼', '좋겠어요']"
60109,['잘퇏습니다어']
66542,"['아기', '화장', '대로', '많이', '들사', '용하셔서', '저', '도구', '입', '했어용', '너무', '귀엽네요']"
67052,"['습', '윤기', '능', '원하시는', '분', '비추습', '윤기', '능', '없고', '무지', '얇음', '접착', '력', '좋으', '믄', 'ㅅㄷ', '느늣', 'ㄴㅅㄴㅅㄴㅅㄷㅅㄷㅆㄷㅅㄷㅅㄷㅅㄷㅎㄷㅆㄷㅅㄷㅅㄷㅅㄷㄴㄷㅅ']"
155534,"['싸게', '잘썼어요', '근데', '노래', '정말', '안', '끊겨서', '지옥', '생일', '축하', '됨', 'ㅋㅌㅋ']"
83939,"['진', '작살', '껄', '괜히', '고민', '했어요', '너무', '좋어요']"
90128,"['일', '단배', '송이', '빠르고', '포장', '꼼꼼해서', '마음', '들었어요', '지인', '추천', '으로', '구매', '해서사', '용하는', '샴푸', '인데', '편백', '향', '너무', '좋고사', '용감', '너무', '좋아서', '만족스러워요', '좋은', '결과', '기대합니다']"
64075,"['세탁', '자마자', '끊어', '졋', '요']"
179837,"['배송', '빠르고', '깨지지', '않게잘', '포장', '해주셔서', '좋네요', 'ㅋ']"
100343,"['칭', '구', '가사', '용하는', '제품', '인데', '좋다고', '소개', '해줘서', '구매', '햇', '어', '여', 'ㅎㅎ', '배송', '빠르', '고향', '좋', '여', '제품', '아직', '사용', '전이', '라', '모르지만', '샵', '에서도', '쓰는', '제품', '이라니', '믿음', '이갑', '니당', '써', '보고', '좋으면', '무조건', '재구매']"
10870,"['가격', '너무', '비싸요']"
136100,"['요즘', '모기', '많아', '서두', '개', '구매', '했는데', '일주일', '동안', '마리', '통안', '들어갔네요', '정말', '효과', '있는지', '궁금하네요']"
25083,"['추천', '합니당', '제품', '좋', '습', '니당', '가격', '이착', '하고', '방수', '잘', '되는거', '같아요', '제품', '굉장히', '만족스러워', '요다음', '도살', '거', '같아요']"
31532,"['냄새', '가나', '요', '색', '괜찮']"
25025,"['업소', '에서', '쓰기', '에는', '부적합하네요', '너무', '얇고', '작아요']"
180281,"['재구매', '매번', '냉장고', '쟁', '여', '둬', '요', '이번', '소고기', '개인', '적', '으로', '잘', '체크', '못', '해서', '분실', '되서', '아쉽긴', '하지만', '어쨌든', '성비', '좋은', '사이', '트입니다']"
79602,"['기초', '화장품', '기존', '쓰던건데', '박스', '포장', '뜯겨', '개봉', '되어서', '왔어요', '다른', '기초', '제품', '은제', '대로', '포장', '되어서', '왔는데', '크림', '기분', '쫌', '별로', '네오']"
59440,"['앞', '으로는', '리뷰', '꼭', '참고', '해야겠다는', '다짐을하게만', '든', '제품', '장강', '하고', '가장', '시끄러운', '단계', '에서', '그나마', '얼굴', '까지', '바람', '와서', '별개', '줌', '소음', '바람', '세기', '정', '말기', '찰', '노릇', '사용', '하고', '있어', '반품', '못', '하겠', '고집', '에다', '얘기', '못', '하고']"
30789,"['적당한', '크기', '칫솔', '이라', '좋아요']"
159508,"['너무', '덜', '말렸어요', '반', '건조', '전혀', '아니에요']"
126967,"['어제', '받아서', '밤', '자기전에', '운동', '하고', '잤네요', '아직', '모르겠지만', '운동', '동안', '아프면서도', '시원했어요', '매', '일밤', '해볼려', '구', '요']"
21066,"['테이', '핑', '후릴리', '스시', '자꾸', '떨어지네요', '별로', '안좋아요']"
6578,"['재구매', '맛', '이아주', '괜찮음', '반미', '샌드위치', '잘', '어울림']"
159420,"['좋', 'ㅇㄱ', 'ㆍ', '요', '미리', '구매', '해서', '잟', '으', '고있네요']"
144015,"['작년', '구매', '했었는데', '좋아서', '재구매', '합니다', '사은', '품도잘', '받았습니다', '편해요']"
196327,"['끈', '없는게', '몇개', '나', '있네요']"
26945,"['발볼', '엄청', '좁', '음반', '업하는거', '좋을듯']"
4275,"['잘', '닦이고세', '척후', '에도', '부들부들함을', '유지', '하고', '있습니다', '만족스럽습니다']"
193313,"['소금', '구이해', '서', '잘', '먹어습니다']"
35960,"['제', '봉신', '돌아가요']"
41440,"['색깔', '맘', '들고', '배송', '빨', '라서', '좋네', '용']"
35265,"['튼', '튼', '그', '자체', '성비', '갑']"
189356,"['가격', '저렴한만큼', '그만큼', '하는', '상품', '이네', '요', '그래도', '한동안', '머리', '끈', '걱정', '없겠어요']"
95693,"['굳', '굳', '굳', '좋', '앙', 'ㅇㅅㅇ']"
158320,"['꽉꽉', '막아지지', '않아요', '숨', '너무', '편하게', '쉬어지는데', '그건', '위아래', '옆', '으로', '잘', '막아지지', '않아', '서인', '것', '같아요']"
152491,"['매트리스', '밀려요', '그것', '말곤', '좋네요']"
149696,"['잘', '입어볼게요']"
162445,"['배송', '주', '걸렸구요', '색상', '품절', '됐으면', '빨리', '알려주셨음', '좋았을텐데', '기다리', '다물어야', '알려주시고', '물건', '사면', '서', '이렇게', '기다리고', '기분', '나쁜', '적은', '처음', '이네', '요']"
167449,"['배송', '엄청', '늦었어요', 'ㅠㅠ', '한주', '걸렸으나', '펜', '만족합니다']"
34225,"['제품', '물감', '고객', '응대', '별로']"
191050,"['디자인', '깔끔하고', '성능', '좋은', '것', '같아요', 'ㅋ']"
180735,"['식구', '이김', '좋아해서잘', '라서', '락앤락', '넣어놓고', '간장', '찍어', '먹어요', '반찬', '없을', '때', '좋아요', '잘', '구워져서', '바삭', '해', '요', '가격', '대비', '성비', '좋아요']"
192002,"['샵', '에가', '서', '했으면', '비쌌을텐데', '집', '에서', '셀프', '로', '인중', '이랑', '마헤', '어', '라인', '정리', '했더니', '너무', '너무', '만족스러워요', 'ㅎㅎ', '쟈', '스민', '괜찮네요']"
154614,"['변비', '탈출', '위해', '구매', '했습니다', 'ㅎ', '효과', '좋길']"
124489,"['너', '므', '귀엽네요', '만족합니다', 'ㅎㅎ']"
159821,"['나무', '곰팡이', '피는데것', '때문', '인지', '일만', '성충', '죽음', '요', 'ㅜㅜ']"
60229,"['손', '에다', '묻고', '빗', '에다', '묻고', '효과', '없고', 'ㅠㅠㅠ']"
21305,"['일단', '너무', '딱딱해서', '먹을수가', '없었어요']"
47979,"['싼게', '비지', '떡', '재질', '별', '로고', '얇', '고흐', '느', '적', '거림', '사', '진보', '낚', '이지', '말것']"
144770,"['ㅜㅜㅜ', '그냥', '스탠드', '주문', '할거', '그랬어요', '와이셔츠', '다림질', '초보', '여서', '이렇게', '그림있으면', '편리할주', '알', '주문', '했는데', 'ㅜㅜㅜ', '별로', '에요', 'ㅠㅠ']"
